username;tg_url;name;description;subscribers;tgstat_url;peer_type
hrnewsworkle;https://t.me/s/hrnewsworkle;Подбор персонала Workle Pro / Работа онлайн / HR / Арбитраж трафика (CPA);Официальный канал направления «Подбор персонала» на сайте удаленной работы и партнерской (cpa) сети Workle Pro. Здесь вы найдете информацию об актуальных hr-предложениях, анонсы акций и конкурсов. Сайт: http://www.workle.ru/t/telegram/;7113;https://tgstat.ru/channel/@hrnewsworkle;channel
facultyhr;https://t.me/s/facultyhr;Факультет | Работа в спорте;Факультет Старт @fchrstart_bot;7109;https://tgstat.ru/channel/@facultyhr;channel
Copy_Digital;https://t.me/s/Copy_Digital;Копирайтер, редактор - вакансии;Удалённая работа для авторов, копирайтеров, редакторов.;7091;https://tgstat.ru/channel/@Copy_Digital;channel
stoodent_moskva;https://t.me/s/stoodent_moskva;Подработка в Москве 🔥;Мы предлагаем проверенные вакансии в Москве от различных работодателей для молодежи!;7034;https://tgstat.ru/channel/@stoodent_moskva;channel
FMCGvacancy;https://t.me/s/FMCGvacancy;FMCG вакансии от Маши Неуважаевой;Вакансии и резюме в fmcg & retail;7010;https://tgstat.ru/channel/@FMCGvacancy;channel
armyanevmoskve;https://t.me/s/armyanevmoskve;Армяне в Москве и в России работа ,вакансии,реклама🇦🇲🇷🇺;Самая большая группа;7009;https://tgstat.ru/channel/@armyanevmoskve;channel
whateverseen;https://t.me/s/whateverseen;на виду / seen;Независимое медиа про дизайн, моду, креатив, технологии и культуру.;6973;https://tgstat.ru/channel/@whateverseen;channel
GeoJob;https://t.me/s/GeoJob;Geojob - Геодезисты. Работа и вакансии;Репост вакансий, заказов, резюме с телеграмм групп и геодезист.ру;6900;https://tgstat.ru/channel/@GeoJob;channel
spb_rabota78;https://t.me/s/spb_rabota78;Работа СПб в Санкт-Петербурге;Найди работу в СПб!;6898;https://tgstat.ru/channel/@spb_rabota78;channel
work_looking;https://t.me/s/work_looking;Ищу работу | Диджитал;Вакансии для дизайнеров, smm-щиков и других диджитал специалистов;6896;https://tgstat.ru/channel/@work_looking;channel
freegolup;https://t.me/s/freegolup;Голубь на Фрилансе. Удаленная работа. Вакансии;Свежие вакансии для копирайтеров, маркетологов, менджеров, разработчиков и всех, кто работает удаленно;6853;https://tgstat.ru/channel/@freegolup;channel
Find_Barista;https://t.me/s/Find_Barista;Требуется Бариста. Кофе. Barista;Поиск Бариста | Работа Бариста | Help Barista | Вакансии для Бариста;6840;https://tgstat.ru/channel/@Find_Barista;channel
pythonpythonjobs;https://t.me/s/pythonpythonjobs;Python — вакансии и стажировки;Стажировки и вакансии для Python разработчиков с прямыми контактами HR от компаний, которые ищут разработчиков прямо сейчас.;6795;https://tgstat.ru/channel/@pythonpythonjobs;channel
gossluzba03;https://t.me/s/gossluzba03;Госслужба03;Вакансии Бурятии, Дальнего Востока и России, работа на госслужбе и в других организациях, проектах.;6773;https://tgstat.ru/channel/@gossluzba03;channel
iRecommendWork;https://t.me/s/iRecommendWork;iRecommendWork - Работа по рекомендации 👍;Вакансии и новости рекомендательного сервиса iRecommendWork. Рекомендуйте друзей, откликайтесь сами!;6729;https://tgstat.ru/channel/@iRecommendWork;channel
rdw_spb;https://t.me/s/rdw_spb;Работа для Вас в Санкт-Петербурге | СПб;"Канал издания ""Работа для Вас"". Мы поможем найти работу или работников!";6706;https://tgstat.ru/channel/@rdw_spb;channel
rabotaembedded;https://t.me/s/rabotaembedded;Work Embedded;Вакансии для embedded-разработчиков и IT события.;6445;https://tgstat.ru/channel/@rabotaembedded;channel
forallsales;https://t.me/s/forallsales;Job for Sales & BizDev;Вакансии для Сейлзов, Биздевов, Аккаунтов, CCO.;6436;https://tgstat.ru/channel/@forallsales;channel
jobs_vacancy_cv;https://t.me/s/jobs_vacancy_cv;Вакансии и резюме HR-специалистов;Канал для HR, где можно:;6425;https://tgstat.ru/channel/@jobs_vacancy_cv;channel
workk_onhr;https://t.me/s/workk_onhr;WORK ON | HR;Самые свежие штатные вакансии и вакансии проектного типа;6415;https://tgstat.ru/channel/@workk_onhr;channel
cppdevjob;https://t.me/s/cppdevjob;Вакансии по C++ — си-плюс-плюс, cpp, Си, C, STL, Boost;Лучшие вакансии по C++ и C.;6374;https://tgstat.ru/channel/@cppdevjob;channel
amurpoint;https://t.me/s/amurpoint;amurpoint;Amur-Point Recruiting: делимся информацией об актуальных вакансиях и проектах, разбираем кейсы по созданию СV и профиля в Linkedin. Экспертиза:нефтегазовый и промышленный сектор, R&D;6298;https://tgstat.ru/channel/@amurpoint;channel
jobs_foxford;https://t.me/s/jobs_foxford;Фоксфорд | Вакансии;Все актуальные вакансии онлайн-школы «Фоксфорд» :);6107;https://tgstat.ru/channel/@jobs_foxford;channel
podbor_assistant;https://t.me/s/podbor_assistant;Ассистент, которого хотят;Канал для ассистентов, публикуем вакансии, делаем разборы, помогаем найти работу ассистентам с 0;6101;https://tgstat.ru/channel/@podbor_assistant;channel
personalrabotavrestoranax;https://t.me/s/personalrabotavrestoranax;Работа в ресторанах;Персонал. Работа в ресторанах - канал для соискателей ресторанного бизнеса.;6043;https://tgstat.ru/channel/@personalrabotavrestoranax;channel
prom_alp_baza;https://t.me/s/prom_alp_baza;ПрофАльпБаза ПАБ;Канал для соискателей вакансий и объектов в сфере строительных и высотных работ ПрофАльп Вся инф;5884;https://tgstat.ru/channel/@prom_alp_baza;channel
workcatcher;https://t.me/s/workcatcher;Ловец вакансий;Вакансии для дизайнеров и не только;5865;https://tgstat.ru/channel/@workcatcher;channel
certwork;https://t.me/s/certwork;CertWork - вакансии фриланс | удаленная работа;️Вакансии и задания в ленте 24/7;5854;https://tgstat.ru/channel/@certwork;channel
Rostelecom_career;https://t.me/s/Rostelecom_career;Карьера в Ростелекоме;Крутые вакансии, яркие команды и масштабные возможности! Твоя карьера начинается здесь.;5846;https://tgstat.ru/channel/@Rostelecom_career;channel
rabotavra;https://t.me/s/rabotavra;Работа в Республике Алтай;Вакансии;5839;https://tgstat.ru/channel/@rabotavra;channel
tut_rabota_sochi;https://t.me/s/tut_rabota_sochi;Работа в Сочи 🏖️🏂;Все актуальные вакансии Сочи, Адлера, Красной поляны, а также курортов Краснодарского края;5786;https://tgstat.ru/channel/@tut_rabota_sochi;channel
aitujobs;https://t.me/s/aitujobs;Daily Jobs IT KZ;Канал для поиска работы в ИТ;5773;https://tgstat.ru/channel/@aitujobs;channel
phpdevjob;https://t.me/s/phpdevjob;PHP jobs — вакансии по PHP, Symfony, Laravel;Лучшие вакансии по PHP, Symfony, Laravel.;5674;https://tgstat.ru/channel/@phpdevjob;channel
proocareer;https://t.me/s/proocareer;PRO.Карьера;Тут найдете вакансии для юристов и тех, кто работает на юридическом рынке, а также советы по трудоустройству и анонсы карьерных мероприятий;5546;https://tgstat.ru/channel/@proocareer;channel
vrabote_me;https://t.me/s/vrabote_me;ВРаботе | Стажировки и вакансии для студентов;Хочешь знать всё о рынке труда?;5533;https://tgstat.ru/channel/@vrabote_me;channel
Remoteria;https://t.me/s/Remoteria;Remoteria┃Вакансии от 100 тыс;Канал рекрутингового агентства Remoteria.ru;5529;https://tgstat.ru/channel/@Remoteria;channel
alljvmjobs;https://t.me/s/alljvmjobs;JVM Jobs;Вакансии для Java, Scala, Kotlin, Clojure разработчиков.;5495;https://tgstat.ru/channel/@alljvmjobs;channel
RabotaSakhcom;https://t.me/s/RabotaSakhcom;Работа Сахалин - Вакансии (Сахалин, Южно-Сахалинск);Поиск работы. Вакансии Сахалин, Курилы, Южно-Сахалинск;5487;https://tgstat.ru/channel/@RabotaSakhcom;channel
kontur_live;https://t.me/s/kontur_live;Работа и жизнь в Контуре;Для тех, кто закодит дальше всех ‍;5442;https://tgstat.ru/channel/@kontur_live;channel
rabotakastingi;https://t.me/s/rabotakastingi;Event ,обьявление|Москва;Поможем заработать друг другу!;5355;https://tgstat.ru/channel/@rabotakastingi;channel
vahtovikru;https://t.me/s/vahtovikru;РАБОТА ВАХТОЙ - ВАКАНСИИ;Лучшие вакансии для вахтовиков. Свежие предложения каждый день.;5272;https://tgstat.ru/channel/@vahtovikru;channel
urbanjob;https://t.me/s/urbanjob;Вакансии в территориальном развитии / Urban Job;Просветительский канал про вакансии, инновации, R&D и карьерные возможности в территориальном развитии и в урбанистике 18+;5233;https://tgstat.ru/channel/@urbanjob;channel
promopoiskspb;https://t.me/s/promopoiskspb;Интересная работа Петербурга;Самые актуальные и интересные вакансии Петербурга и на удаленке.;5167;https://tgstat.ru/channel/@promopoiskspb;channel
biheadhunter;https://t.me/s/biheadhunter;Business Intelligence HeadHunter;Вакансии BI, Data Engineer, Data Analytic, Data Governance, Data Science, Bioinformatics;5135;https://tgstat.ru/channel/@biheadhunter;channel
editcghunter;https://t.me/s/editcghunter;➤ Job List | 🪪;Место, где работодатель и соискатель встречаются без посредников. Кино-, видео- и аудио профессии.;5122;https://tgstat.ru/channel/@editcghunter;channel
fintech_vacancy;https://t.me/s/fintech_vacancy;Вакансии в Финтех;Лучшие IT вакансии в финансах от 120 00руб. Для связи : nz@finexecutive.com;5106;https://tgstat.ru/channel/@fintech_vacancy;channel
rudakovahr;https://t.me/s/rudakovahr;🔎 Вакансии от Хрипченко Ани (ex-Рудакова);АННА ХРИПЧЕНКО (РУДАКОВА);5035;https://tgstat.ru/channel/@rudakovahr;channel
podrabotkiisrael;https://t.me/s/podrabotkiisrael;РАБОТА И ПОДРАБОТКИ В ИЗРАИЛЕ;▪️Наша работа подходит всем;4900;https://tgstat.ru/channel/@podrabotkiisrael;channel
logika_career;https://t.me/s/logika_career;Логика карьеры;Логика молока — FMCG-лидер в производстве молочных продуктов. Наши бренды: «Простоквашино», «АктиБио», «Actimuno», «Растишка», «Тёма», «Даниссимо» и не только. В этом канале мы рассказываем, как строят карьеру наши сотрудники и как можешь построить ты;4862;https://tgstat.ru/channel/@logika_career;channel
vakansiiKaliningrad;https://t.me/s/vakansiiKaliningrad;Работа в Калининграде;Канал где собраны все самые свежие и актуальные вакансии/резюме.;4803;https://tgstat.ru/channel/@vakansiiKaliningrad;channel
workmarketingg;https://t.me/s/workmarketingg;Вакансии в Digital | работа;Подписаны 5 ваших друзей.;4761;https://tgstat.ru/channel/@workmarketingg;channel
board_axolotl;https://t.me/s/board_axolotl;Аксолотль — Вакансии на фрилансе;Канал для дизайнеров и копирайтеров, где легко находить заказы и публиковать вакансии!;4740;https://tgstat.ru/channel/@board_axolotl;channel
headzio;https://t.me/s/headzio;Headz;Постим IT-вакансии крупных и продуктовых компаний;4706;https://tgstat.ru/channel/@headzio;channel
mobiledevjob;https://t.me/s/mobiledevjob;Mobile jobs — вакансии для мобильных разработчиков;Лучшие вакансии для мобильных разработчиков.;4693;https://tgstat.ru/channel/@mobiledevjob;channel
tut_rabota_kbr;https://t.me/s/tut_rabota_kbr;РАБОТА ВАКАНСИИ НАЛЬЧИК КБР;Вакансии и поиск работы в КБР.;4670;https://tgstat.ru/channel/@tut_rabota_kbr;channel
mirfri;https://t.me/s/mirfri;Мир Фриланса | Вакансии;Размещение рекламы:;4649;https://tgstat.ru/channel/@mirfri;channel
zapwork1;https://t.me/s/zapwork1;Удалёнщики;;4646;https://tgstat.ru/channel/@zapwork1;channel
rabotabroadcast;https://t.me/s/rabotabroadcast;Работа на трансляциях;Здесь публикуются объявления о поиске сотрудников и/или услуг по организации прямых эфиров в России и СНГ.;4644;https://tgstat.ru/channel/@rabotabroadcast;channel
rabotamigrantam;https://t.me/s/rabotamigrantam;Migranto.ru: Работа для мигрантов;Официальный канал портала Migranto.ru для трудовых мигрантов в России.;4640;https://tgstat.ru/channel/@rabotamigrantam;channel
managwork;https://t.me/s/managwork;Вакансии для менеджеров | фриланс, работа;Подписаны 4 ваших друзей.;4607;https://tgstat.ru/channel/@managwork;channel
forproducer;https://t.me/s/forproducer;Job for Producer;Вакансии для Продюсеров: Диджитал, Геймдев, Образование, Креатив, Медиа, Продакшн.;4595;https://tgstat.ru/channel/@forproducer;channel
shabaskaperm;https://t.me/s/shabaskaperm;Шабашка Пермь;Контакты - @Biggan;4592;https://tgstat.ru/channel/@shabaskaperm;channel
RabotaPoSosedstvu;https://t.me/s/RabotaPoSosedstvu;Вакансии, Услуги и Соискатели в Путилково;Путилково это С-З МКАД.;4539;https://tgstat.ru/channel/@RabotaPoSosedstvu;channel
rabotavobrazovanii;https://t.me/s/rabotavobrazovanii;Вакансии в образовании Якутии;Телеграм-канал для тех кто ищет работу в системе образования РС(Я), а также для организаций, которые имеют вакансии;4533;https://tgstat.ru/channel/@rabotavobrazovanii;channel
crewing_agency;https://t.me/s/crewing_agency;Atlantic Staff Crewing #работавморе #вакансии #крюинг #рыбаки;Лицензированное  крюинговое агентство Atlantic Staff это:;4405;https://tgstat.ru/channel/@crewing_agency;channel
RabotaUdalenka;https://t.me/s/RabotaUdalenka;Работа из дома. Вакансии;Надоело ходить на работу? Хочешь работать из дома? Заходи, здесь всегда свежие вакансии для удаленной работы.;4400;https://tgstat.ru/channel/@RabotaUdalenka;channel
mphvostok;https://t.me/s/mphvostok;МПШ Восток | MPH Vostok | Вакансии промышленности и строительства;Официальный канал МПШ Восток.;4387;https://tgstat.ru/channel/@mphvostok;channel
Esportjobs;https://t.me/s/Esportjobs;Работа в киберспорте;Ежедневная публикация вакансий из сферы киберспорта, игр, Dota 2 и CS;4385;https://tgstat.ru/channel/@Esportjobs;channel
DotNetRuJobsFeed;https://t.me/s/DotNetRuJobsFeed;Вакансии .NET (канал);Размещение вакансий в чате https://t.me/DotNetRuJobs;4344;https://tgstat.ru/channel/@DotNetRuJobsFeed;channel
WorkleBank;https://t.me/s/WorkleBank;Банковское дело Workle Pro / Работа онлайн / Финансы / Арбитраж трафика (CPA);Официальный канал направления «Банковское дело» на сайте удаленной работы и партнерской (cpa) сети Workle Pro. Здесь вы найдете информацию об актуальных предложениях, анонсы акций и конкурсов. Сайт: http://www.workle.ru/t/telegram/;4328;https://tgstat.ru/channel/@WorkleBank;channel
cfo_ifrs;https://t.me/s/cfo_ifrs;Вакансии в CFO/IFRS;Топ-вакансии в CFO/Финансовый контролер/МСФО вакансии;4270;https://tgstat.ru/channel/@cfo_ifrs;channel
IT_jobs_apply;https://t.me/s/IT_jobs_apply;IT / Tech jobs;Топ-вакансии в IT и Tech;4204;https://tgstat.ru/channel/@IT_jobs_apply;channel
hrzarplata;https://t.me/s/hrzarplata;hr.zarplata.ru;Официальный hr-канал Зарплаты.ру;4204;https://tgstat.ru/channel/@hrzarplata;channel
shum_i_brand;https://t.me/s/shum_i_brand;Шум и Бренд;Здесь честно, емко и без иллюзий о маркетинге, рекламе и PR. Приготовьтесь, будет шумно.;4191;https://tgstat.ru/channel/@shum_i_brand;channel
appsec_job;https://t.me/s/appsec_job;AppSec & DevSecOps Jobs;Канал с вакансиями AppSec и DevSecOps.;4126;https://tgstat.ru/channel/@appsec_job;channel
fordevops;https://t.me/s/fordevops;Job for Sysadmin & DevOps;Вакансии для Сисадминов, DevOps & SRE.;4119;https://tgstat.ru/channel/@fordevops;channel
moscowworkvsem;https://t.me/s/moscowworkvsem;Работа Москва 💵;Группа по работе/подработке в Москве с ежедневной оплатой!;4118;https://tgstat.ru/channel/@moscowworkvsem;channel
busines_startap;https://t.me/s/busines_startap;УДАЛЁНКА | ФРИЛАНС | ВАКАНСИИ;Разместить вакансию: @pro100wa;4089;https://tgstat.ru/channel/@busines_startap;channel
personnelnskd;https://t.me/s/personnelnskd;Девушки подработка|Новосибирск;Подработка Работа;4061;https://tgstat.ru/channel/@personnelnskd;channel
rabota_v_pavlodare;https://t.me/s/rabota_v_pavlodare;Работа в Павлодаре;Работа в Павлодаре;4049;https://tgstat.ru/channel/@rabota_v_pavlodare;channel
freelance_dovgal;https://t.me/s/freelance_dovgal;Вакансии. Удаленная работа, фриланс. Канал Алёны Довгаль;Канал о фрилансе https://t.me/alyona_dovgal;4016;https://tgstat.ru/channel/@freelance_dovgal;channel
sysadmin_jobs;https://t.me/s/sysadmin_jobs;sysadmin_jobs;"Канал о вакансиях в сфере системного администрирования (и не только); Бот для публикации: @SysadminJobsBot";3996;https://tgstat.ru/channel/@sysadmin_jobs;channel
dorstroy36;https://t.me/s/dorstroy36;ДорСтрой-36 работа для самосвалов и спецтехники;ООО «ДорСтрой-36» ИНН: 3662208849;3980;https://tgstat.ru/channel/@dorstroy36;channel
forcsharp;https://t.me/s/forcsharp;Job for C#, .NET;Вакансии для C#, .NET разработчиков.;3955;https://tgstat.ru/channel/@forcsharp;channel
rabota_vsem_ufa;https://t.me/s/rabota_vsem_ufa;РАБОЧИЙ РЕЗЕРВ УФА /РАБОЧИЕ / ГРУЗЧИКИ / ПОДСОБНИКИ / РАБОТА / ПОДРАБОТКА;Это группа для подработки в свободное время. Заказы каждый день.;3889;https://tgstat.ru/channel/@rabota_vsem_ufa;channel
krasnoyarskaya_rabota;https://t.me/s/krasnoyarskaya_rabota;Красноярская Работа | Вакансии Красноярск;Связь с админом для размещения  рекламы, а также по поводу сотрудничества пишите в ЛС сюда ️ @Talkme2_bot;3812;https://tgstat.ru/channel/@krasnoyarskaya_rabota;channel
rabotabur;https://t.me/s/rabotabur;Вакансии БУРЯТИИ + на Вахту по РФ;Актуальные вакансии из первых рук.;3810;https://tgstat.ru/channel/@rabotabur;channel
MaryBonnee;https://t.me/s/MaryBonnee;Вакансии КА Мэри Бонн;Кадровое агентство Мэри Бонн приглашает к сотрудничеству соискателей по описанным в канале вакансиям.;3804;https://tgstat.ru/channel/@MaryBonnee;channel
golangjob;https://t.me/s/golangjob;Golang Jobs;Постоянная и проектная работа для Go разработчиков.;3789;https://tgstat.ru/channel/@golangjob;channel
ibscareer;https://t.me/s/ibscareer;Вакансии и карьера в IBS;Новые вакансии для соискателей в IBS.;3762;https://tgstat.ru/channel/@ibscareer;channel
rust_jobs_feed;https://t.me/s/rust_jobs_feed;Rust Jobs - лента вакансий и резюме;Лента вакансий и резюме по Rust, собранных из открытых источников. Без рекламы.;3729;https://tgstat.ru/channel/@rust_jobs_feed;channel
lab_vacancies;https://t.me/s/lab_vacancies;Лаборатория вакансий в образовании;Профессиональный, бесплатный канал для поиска сотрудников, работы и стажировок в сфере образования.;3726;https://tgstat.ru/channel/@lab_vacancies;channel
global_ux_ui_jobs;https://t.me/s/global_ux_ui_jobs;Design Jobs;Разместить вакансию: https://ux-news.com/jobs/create-a-post/;3687;https://tgstat.ru/channel/@global_ux_ui_jobs;channel
ramenskoe_job;https://t.me/s/ramenskoe_job;Раменское Ярмарка Вакансий;Прислать Вакансию @mamochki_rama_bot;3680;https://tgstat.ru/channel/@ramenskoe_job;channel
forgoandrust;https://t.me/s/forgoandrust;Job for Go, Rust Developers;Вакансии для Go, Rust разработчиков.;3658;https://tgstat.ru/channel/@forgoandrust;channel
rabota_reka;https://t.me/s/rabota_reka;Работа на реке / Типичный речник;‍️ Актуальные вакансии:;3624;https://tgstat.ru/channel/@rabota_reka;channel
rujobinfood;https://t.me/s/rujobinfood;Общепит - работа есть!;Агрегатор вакансий в сфере общепита.;3568;https://tgstat.ru/channel/@rujobinfood;channel
you_jod;https://t.me/s/you_jod;Работай в авиации ✈️;Работа в авиации;3568;https://tgstat.ru/channel/@you_jod;channel
dixylike;https://t.me/s/dixylike;Работа в Дикси;Официальный канал для сотрудников и про сотрудников компании Дикси;3522;https://tgstat.ru/channel/@dixylike;channel
samsjob;https://t.me/s/samsjob;ВАКАНСИИ ОТ СЭМА;Ты на крючке!;3480;https://tgstat.ru/channel/@samsjob;channel
porarabota;https://t.me/s/porarabota;ПОРА работать в Арктике;Экспертный центр «ПОРА» соберет все предложения по работе в Арктической зоне РФ в одном канале.  ПОРА работать и жить в Арктике!;3410;https://tgstat.ru/channel/@porarabota;channel
pkenergiya_vakansii;https://t.me/s/pkenergiya_vakansii;Трудоустройство студентов и выпускников ГАПОУ МО «ПК«Энергия»;;3396;https://tgstat.ru/channel/@pkenergiya_vakansii;channel
rabota_rostove_v;https://t.me/s/rabota_rostove_v;Шабашка Ростов-на-Дону;Опубликовать вакансию или рекламу:;3368;https://tgstat.ru/channel/@rabota_rostove_v;channel
HR_Atlasmining;https://t.me/s/HR_Atlasmining;Золотой Ресурс Атласа;"Вакансии Группы компаний ""Атлас Майнинг""";3348;https://tgstat.ru/channel/@HR_Atlasmining;channel
kaliningrad_rabota;https://t.me/s/kaliningrad_rabota;Работа в Калининграде;**Лучшие вакансии Калининграда**;3340;https://tgstat.ru/channel/@kaliningrad_rabota;channel
jobscode_infull;https://t.me/s/jobscode_infull;Jobs Code | In full;Поиск удалённой работы и сотрудников в сфере IT.;3315;https://tgstat.ru/channel/@jobscode_infull;channel
balletagency;https://t.me/s/balletagency;Ballet Agency / Работа для артистов и учителей в Китае;Вакансии для артистов балета, танцоров, музыкантов, учителей балета, тренеров по художественной гимнастике.;3309;https://tgstat.ru/channel/@balletagency;channel
rabota38rus;https://t.me/s/rabota38rus;Работа Иркутск;Здравствуйте);3306;https://tgstat.ru/channel/@rabota38rus;channel
navoijobs;https://t.me/s/navoijobs;Работа в Навои;Подпишитесь на канал, чтобы ежедневно получать свежие вакансии.;3259;https://tgstat.ru/channel/@navoijobs;channel
stroika05;https://t.me/s/stroika05;🏗 РАБОТА 🇷🇺;СТРОИТЕЛЬСТВО;3246;https://tgstat.ru/channel/@stroika05;channel
rabochie_ufa1;https://t.me/s/rabochie_ufa1;РАБОТА УФА СПЕЦИАЛИСТЫ ГРУЗЧИКИ РАЗНОРАБОЧИЕ ПОДСОБНИКИ;1. Чтобы разместить вакансию пишите:https://t.me/Denis_rabota02;3213;https://tgstat.ru/channel/@rabochie_ufa1;channel
nyanidomrabotnicisidelki;https://t.me/s/nyanidomrabotnicisidelki;Няни, Домработницы, Сиделки;Если Вас заитересовала предложенная вакансия можете обратиться по контакту            91 1323689;3193;https://tgstat.ru/channel/@nyanidomrabotnicisidelki;channel
podorogenarabotu;https://t.me/s/podorogenarabotu;По Дороге На Работу;Вакансии для специалистов в сфере финансов: финансовые директора, аналитики, менеджеры, контролеры, бухгалтеры, казначеи, инвестиционные аналитики;3191;https://tgstat.ru/channel/@podorogenarabotu;channel
jobs_for_products;https://t.me/s/jobs_for_products;Продуктовые вакансии;Агрегатор вакансий из релевантных чатов и каналов;3185;https://tgstat.ru/channel/@jobs_for_products;channel
forcpp;https://t.me/s/forcpp;Job for C, C++ Developers;Вакансии для C и C++ разработчиков.;3166;https://tgstat.ru/channel/@forcpp;channel
belhiru;https://t.me/s/belhiru;belhi.ru;РАБОТА В ИНГУШЕТИИ;3111;https://tgstat.ru/channel/@belhiru;channel
moworkey;https://t.me/s/moworkey;Mowork - Digital | Media вакансии;Публикуем вакансии из сфер: Digital, IT, Media, Фриланс, Дизайн.;3023;https://tgstat.ru/channel/@moworkey;channel
hrangels;https://t.me/s/hrangels;HR ANGELS;Всем тем,кто ищет своего HR-ангела для бизнеса,сюда - с резюме и вакансиями;3020;https://tgstat.ru/channel/@hrangels;channel
farpostjob;https://t.me/s/farpostjob;ФАРПОСТ подработка и удаленная работа Владивосток;Вакансии на подработку и удалённую работу во Владивостоке. Все объявления о работе - на сайте farpost.ru . Для связи с администраторами пишите @Farpostrabota;3019;https://tgstat.ru/channel/@farpostjob;channel
icefalumnijobs;https://t.me/s/icefalumnijobs;ICEF Alumni Jobs;"Отправляйте тексты вакансий на vpralich@hse.ru желательно в ворд формате (Виктории Пралич). В зависимости от уровня вакансии, размещение будет в ICEF Alumni Jobs (""взрослые вакансии"") или в ICEF Career Services  или в обоих каналах";2971;https://tgstat.ru/channel/@icefalumnijobs;channel
sapforfreelancer;https://t.me/s/sapforfreelancer;SAP для фрилансеров;SAPFreelancers.ru - это удобный сервис для поиска проектов и специалистов в области SAP. Здесь собраны вакансии РФ и СНГ https://www.facebook.com/groups/sapforfreelancers.ru/;2927;https://tgstat.ru/channel/@sapforfreelancer;channel
vahta_ohrana;https://t.me/s/vahta_ohrana;Работа в ОХРАНЕ | Охранник | Security;Площадка для поиска работы в охране | Только проверенные работодатели | Работа сейчас;2915;https://tgstat.ru/channel/@vahta_ohrana;channel
jobsit52;https://t.me/s/jobsit52;it52.jobs;Вакансии в IT Нижний Новгород;2871;https://tgstat.ru/channel/@jobsit52;channel
jobfeeds;https://t.me/s/jobfeeds;Работница;Агрегатор интересных it вакансий.;2840;https://tgstat.ru/channel/@jobfeeds;channel
RabotaNsk;https://t.me/s/RabotaNsk;РаботаНск • Работа Новосибирск • cвежие вакансии • 54;Работа в Новосибирске;2836;https://tgstat.ru/channel/@RabotaNsk;channel
more_po_koleno_1;https://t.me/s/more_po_koleno_1;Море По Коліно | Робота для моряків;Чесно і без цензури про судноплавство: де платять, де кидають, які флоти краще оминати, і як не втратити контракт через чиюсь «помилку»;2808;https://tgstat.ru/channel/@more_po_koleno_1;channel
teleworko;https://t.me/s/teleworko;TELEWORK: Удалёнка;Проверенные вакансии каждый день!;2721;https://tgstat.ru/channel/@teleworko;channel
CyberYozh_shop;https://t.me/s/CyberYozh_shop;app.cyberyozh.com;Твои лучшие прокси: https://app.cyberyozh.com/ru/proxy/promo-residential?utm_source=telegramnashrus;2704;https://tgstat.ru/channel/@CyberYozh_shop;channel
telegawork_org;https://t.me/s/telegawork_org;TelegaWork | Вакансии & Фриланс;Удаленная работа и вакансии в Telegram: админы, менеджеры, контентщики, закупщики рекламы. Фриланс и биржа Телеграм-каналов, размещение вакансий и объявлений.;2700;https://tgstat.ru/channel/@telegawork_org;channel
jobforphp;https://t.me/s/jobforphp;Job for PHP;Вакансии для PHP разработчиков;2643;https://tgstat.ru/channel/@jobforphp;channel
Kaluga40Rabota;https://t.me/s/Kaluga40Rabota;КАЛУГА Работа Подработка Калым;Работа и вакансии в Калуге и Мск.;2643;https://tgstat.ru/channel/@Kaluga40Rabota;channel
ruki_freelance;https://t.me/s/ruki_freelance;Маркетплейс Lab | Вакансии & Резюме 🛒;Разместить объявление: @sergei_rukodelnik;2568;https://tgstat.ru/channel/@ruki_freelance;channel
restovacancy;https://t.me/s/restovacancy;Рестовакансии.Москва;Работа в ресторанах Москвы. Публикация объявлений через @rabotarestoranbot По вопросам рекламы @topfrau Тех. поддержка @thunderquack;2547;https://tgstat.ru/channel/@restovacancy;channel
hr_gov_spb;https://t.me/s/hr_gov_spb;Работа в Администрации Санкт-Петербурга;Всё о работе органах власти Санкт-Петербурга. Вакансии, конкурсы, карьерные проекты для студентов и молодежи.;2499;https://tgstat.ru/channel/@hr_gov_spb;channel
telesalesservice;https://t.me/s/telesalesservice;Телесейлз Сервис;«Телесейлз Сервис» — крупнейший аутсорсинговый контактный центр в Воронеже.;2494;https://tgstat.ru/channel/@telesalesservice;channel
top_freelance_job_zavod;https://t.me/s/top_freelance_job_zavod;ОНЛАЙН - ЗАВОД | ВАКАНСИИ ФРИЛАНС ОНЛАЙН;Онлайн вакансии для фрилансеров;2452;https://tgstat.ru/channel/@top_freelance_job_zavod;channel
aviapark_careers;https://t.me/s/aviapark_careers;Работа в АВИАПАРКЕ;Мы помогаем арендаторам найти продавцов-консультантов, кассиров, поваров, тренеров, официантов, сотрудников кофеен, детских центров и салонов красоты.;2433;https://tgstat.ru/channel/@aviapark_careers;channel
Raboota_Chirchika;https://t.me/s/Raboota_Chirchika;РАБОТА В ЧИРЧИКЕ;Самая активная лента вакансий в Чирчике;2419;https://tgstat.ru/channel/@Raboota_Chirchika;channel
rabota_buxg_kadri;https://t.me/s/rabota_buxg_kadri;Работа для HR и бухгалтеров в СНГ;Работа для HR,  бухгалтеров и кадровиков. Для подачи объявления @Nodira_1173;2392;https://tgstat.ru/channel/@rabota_buxg_kadri;channel
